Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ulk4	-1.29506425141061	0.983645056980602	-1.72041521130376	0.090043859822947	0.440368730301824	-4.50969363632597
Hist1h2ag	-1.29697188015917	-1.78479250999521	-1.72038734495577	0.0900489547260748	0.440368730301824	-4.4522123900853
Knstrn	-0.811193709065086	3.70213384935645	-1.72022387129129	0.0900788479751549	0.440368730301824	-4.78916000650316
Cd37	-0.699717365010575	5.45428427526386	-1.7201432006973	0.0900936026344104	0.440368730301824	-5.08611279383803
Nsg2	1.11959100672493	-1.59360709148214	1.71932533559545	0.0902433025951915	0.440936709382046	-4.50997464961964
1500009L16Rik	0.704718119425821	2.65457989562254	1.71923492022378	0.0902598645567471	0.440936709382046	-4.92780741312134
Fam83h	-1.01735812923854	1.96023402102954	-1.71893820141967	0.0903142340138824	0.440988670788096	-4.55513993457354
Hk1	-0.4349439558408	6.45473111707208	-1.71885874385137	0.0903287980460345	0.440988670788096	-5.18527854529616
Orc2	-0.41263468200426	4.78240283984802	-1.71876708265494	0.0903456013211989	0.440988670788096	-5.04325391819062
Gm9920	-1.21063294840209	-1.89485787032298	-1.71861262712561	0.0903739218351665	0.44100471109371	-4.45484147141271
Lifr	0.460021970633273	6.25688342660335	1.71840254883116	0.0904124529024677	0.441051859881482	-5.20934551729689
Nptxr	0.487818881821325	3.03125420079632	1.71826580950567	0.0904375399202347	0.441051859881482	-4.90958065390461
Oasl2	-1.25051013090108	5.42973306586265	-1.71808728391076	0.090470301919173	0.441051859881482	-5.06537960001366
Gpt	-1.07156733512811	1.69734922108157	-1.71789868944928	0.0905049223066159	0.441051859881482	-4.57446441517016
Sppl3	0.29370734520198	5.82259660803305	1.71777991450196	0.0905267314822931	0.441051859881482	-5.17429377900088
Izumo4	-1.31850936945701	2.19221618061822	-1.71773653888513	0.0905346970886514	0.441051859881482	-4.56282881781771
Gpr37l1	-1.22743115981207	-1.15793440307676	-1.71760507515964	0.0905588429377452	0.441051859881482	-4.46356040825635
Phf5a	0.473610323782379	5.16826313566591	1.71742806015475	0.0905913635285813	0.441088297379626	-5.14732534797361
Nyap1	-0.925289934779524	0.485075285053981	-1.71708655532983	0.0906541307774647	0.441212469257822	-4.50582301473795
Pcdh20	-1.39715011064422	2.38627280961782	-1.71701678672778	0.0906669583738257	0.441212469257822	-4.58109123954141
Ddit4l	-1.70138897169956	3.90496554737512	-1.7167668472828	0.0907129242875677	0.441263039237849	-4.65466329323231
Acy3	0.553881861266537	2.33259600973355	1.71668789504454	0.0907274482356659	0.441263039237849	-4.84551897416423
Lct	-1.15189306689134	-1.40284877494323	-1.7162145039991	0.090814572748107	0.44156486710755	-4.46442394043068
Smpd2	0.566866241371513	3.93524895707703	1.71592625781944	0.0908676562681149	0.441701057621168	-5.03918228644258
Dgat1	-0.86726059998611	3.83179614789418	-1.71542313605118	0.0909603725082811	0.442029771615415	-4.83419577783458
Ccdc191	-0.730302458942667	2.82453810576196	-1.71484156994588	0.0910676415614662	0.442350747787091	-4.69589974885687
Dcakd	-0.666311394174846	5.41691925907801	-1.71479278780611	0.0910766440862726	0.442350747787091	-5.06564781495935
Edn1	0.624302431874931	3.63771033050028	1.71415392582248	0.0911946107682877	0.442492647875283	-4.99853779949792
Nrp2	0.402707876278228	7.62453669191625	1.71405708392159	0.0912125037111444	0.442492647875283	-5.24214529721354
Diras2	-1.10739925324561	0.424929248807553	-1.71401083309244	0.0912210502398248	0.442492647875283	-4.50996381943504
Zfp953	-0.774182962573603	2.54071839289269	-1.71391175756984	0.0912393602747135	0.442492647875283	-4.66774494157976
Fcrlb	-1.16529835666833	1.28248106961564	-1.71368290398007	0.0912816659998451	0.442492647875283	-4.55332460544977
Vapb	0.299051965300924	6.45420217820689	1.71364175880521	0.0912892737803876	0.442492647875283	-5.21900291062472
Pou3f1	-1.50941304349274	0.461727441681552	-1.71351667222589	0.0913124056054326	0.442492647875283	-4.49460739457885
Taf1d	-1.06747078893578	2.6969204197338	-1.71334172728505	0.0913447656470476	0.442492647875283	-4.70370364720938
Tcf20	-0.771119222368445	5.17356014284152	-1.71331936831534	0.0913489021259773	0.442492647875283	-4.98303170477157
Cpe	0.699815139522204	6.24373440906936	1.71309200255956	0.0913909742445878	0.442492647875283	-5.21532994636444
2010111I01Rik	0.471528277542096	4.78709510177658	1.71305368332799	0.0913980664642453	0.442492647875283	-5.13005316683824
Exoc8	0.308316523286212	4.23474359130604	1.71300387526914	0.0914072857412668	0.442492647875283	-5.0654001147418
Cd209a	-1.46184305939504	3.21681059716875	-1.71278279139923	0.0914482167306196	0.442569171957856	-4.67720650846392
Ifngr1	0.332448971283988	7.6853574106023	1.71255795096795	0.0914898586550287	0.442578852679256	-5.24439363088784
Dyrk3	-1.0610559270412	-0.00732238682567503	-1.71250069981969	0.0915004644333475	0.442578852679256	-4.49015738641204
Cd164	-0.537545247563314	7.92446437048704	-1.71167281090859	0.0916539439141982	0.443116680612018	-5.24400639714968
1700064H15Rik	-1.30349537799098	-1.74672646879105	-1.71162957277399	0.0916619654944478	0.443116680612018	-4.46546505161612
Ssh2	0.584888111297635	6.50629754730819	1.71127443793017	0.0917278722884392	0.443217726635676	-5.23345035167527
Glrp1	-1.2877787317469	-1.5969805675664	-1.71124580627262	0.0917331875178063	0.443217726635676	-4.46590919493844
Olfr569	1.11685365906671	-2.03536083020046	1.7110332616109	0.0917726525836546	0.443286824215426	-4.48883513076871
Ankrd1	-1.32987970118833	4.83495211036786	-1.71073533116549	0.0918279954788554	0.443298041936356	-4.95918800171778
Il17c	-1.04178238275665	-1.70260494262977	-1.71061017959387	0.0918512515351968	0.443298041936356	-4.47037926612585
1700086D15Rik	-1.22098758207505	-2.09691146633174	-1.71060887393484	0.0918514941823497	0.443298041936356	-4.46788761983154
Atp6v1h	-0.380797754813466	6.27987006146166	-1.71047899958367	0.0918756330103108	0.443298041936356	-5.18930163019483
Cndp1	-1.47948820603336	-1.26538805496524	-1.71012960645344	0.0919405981215294	0.443490026426304	-4.47431151503182
Khdrbs3	-0.432162044735483	3.67858133042561	-1.70976157773538	0.0920090690957644	0.443698812261425	-4.91456047509879
Mpzl3	-0.837344271764418	2.87767104045713	-1.70946155075818	0.0920649194859691	0.443846639755017	-4.69638401857639
Ucp2	0.612564008169239	8.83201705638565	1.70899414216524	0.092151983668044	0.444144827440838	-5.23512646645639
Cacnb3	-0.578869275810437	5.21732078780609	-1.70883604456	0.0921814478090037	0.444165313075331	-5.08804211617349
Hacd4	-0.513556226720835	6.47302629131339	-1.70843447860968	0.0922563211577446	0.444274717581039	-5.19855232787671
Dnajb3	-1.02430989685163	-0.231220910639323	-1.70836983965751	0.0922683779790394	0.444274717581039	-4.4913021319122
Kif2c	-0.800346559372294	3.70255531981929	-1.70829948824546	0.0922815017915609	0.444274717581039	-4.80930408202136
Evi2	-2.12386497033161	0.87469805009379	-1.7081733660748	0.0923050332848889	0.444274717581039	-4.50146826095189
Gm996	-1.19305432804718	0.220783699913657	-1.70741833904225	0.0924460070464513	0.444784278251524	-4.50744761979034
Pim3	0.419235818671751	4.64918325851632	1.70733595338457	0.0924614002586898	0.444784278251524	-5.10226143291868
Mterf1a	0.950802468480893	1.1891292293543	1.70717227028738	0.0924919896032182	0.444804581691611	-4.81181005981083
Ttc9	0.623472270352157	4.24228370334509	1.70692290498639	0.0925386073440894	0.444804581691611	-5.0864955444902
Nptn	-0.437486187318864	8.10579963539935	-1.70679979252014	0.0925616297899151	0.444804581691611	-5.25485635055048
Nat8f7	-1.35670888867475	-1.06922026582454	-1.70674281700137	0.0925722859959452	0.444804581691611	-4.47980989755357
Hoxc6	-0.658053274914513	3.65120440093586	-1.70663289850094	0.0925928470441465	0.444804581691611	-4.81202371111774
Aldh7a1	-1.04114794078625	5.43967285315415	-1.70650315611125	0.0926171211197111	0.444804581691611	-5.00093523140046
Zfp949	0.478062541896459	3.69643173636173	1.70598329996918	0.0927144357234356	0.445150585910069	-5.02877776570461
Tnfrsf1b	-0.46020509470151	6.93456736053643	-1.70544238702346	0.0928157811789891	0.445515749659147	-5.23105224463307
Jmjd8	0.399689707778842	4.74870645770405	1.7052899055578	0.0928443665371318	0.445521105372105	-5.12423505323968
Vnn3	-1.38436692327511	-1.74108438920776	-1.70509685371483	0.0928805679015077	0.445521105372105	-4.47535926042568
Arc	0.932713243407879	-0.104159732610732	1.7050244842274	0.0928941417199868	0.445521105372105	-4.61225189462434
Cyth1	-0.475992238971788	6.18637439594016	-1.7047210871758	0.0929510654261526	0.445521105372105	-5.1933493839768
Eef1akmt2	-0.511243783191264	3.8087389290045	-1.70459721933133	0.0929743138856297	0.445521105372105	-4.95412642718487
Rcan1	-0.445961275205395	5.98994880512406	-1.70446564356562	0.0929990142547184	0.445521105372105	-5.17532777665839
Gm3604	-0.89408754707889	1.54559848406596	-1.70421037079739	0.0930469512981088	0.445521105372105	-4.60857098476081
Psmd9	0.616414383427964	4.80438841247365	1.70414719952267	0.0930588172063371	0.445521105372105	-5.14749089378785
Car2	0.84283328490285	2.65232165480895	1.7040457543757	0.0930778749663157	0.445521105372105	-4.9357556176868
Xaf1	-0.667219823049803	5.22014372328244	-1.70396491194353	0.0930930645382805	0.445521105372105	-5.12296939441863
Inafm1	0.577276677278197	3.60469881176414	1.70395410757816	0.0930950947363032	0.445521105372105	-5.02252249727508
Nqo2	0.391822471116694	5.58466928185789	1.70370278713065	0.0931423294481548	0.44562609330763	-5.19321925918578
Tom1	-0.460682874619326	5.38981225293553	-1.70349414190112	0.0931815584603145	0.445692732510698	-5.12970019691532
Ccdc130	-0.896104217094913	2.85906259328664	-1.70317242632765	0.0932420732829977	0.445833768773491	-4.71043401247829
Nlrc5	-0.883224681905299	4.98899475058349	-1.70299498148974	0.0932754645244752	0.445833768773491	-5.08568461276162
Cfap77	-1.30041466263443	-1.80467288707482	-1.70280015187065	0.0933121385048032	0.445833768773491	-4.47864160163723
Bcl6	-0.438338537230029	5.23943632627789	-1.70273152046817	0.0933250602350674	0.445833768773491	-5.12612181460786
Nfkb2	-0.537253064078937	6.04617495472754	-1.70259294667783	0.093351155000277	0.445833768773491	-5.16840612483722
Top2a	-0.662167433993156	5.95241488413434	-1.70253060845826	0.0933628958336403	0.445833768773491	-5.1494490033516
Olfr1258	-1.05684332915817	-1.3735715052137	-1.70236074967739	0.0933948933308105	0.445865702145138	-4.48475976660038
Arl13b	-0.791099337479137	4.27063204005334	-1.70105637386519	0.0936409078120431	0.446742879203049	-4.90932492678569
Amd1	0.318770630285394	6.11758792880356	1.70086499206663	0.0936770484574939	0.446742879203049	-5.22559101062613
Col4a4	1.018562175955	0.171448412318836	1.7007413434444	0.0937004044167938	0.446742879203049	-4.62014458868743
Arhgap26	0.6583487868224	4.286531720835	1.70061156094542	0.0937249241411581	0.446742879203049	-5.11489153015017
Trib1	0.448527637653433	6.01230819843617	1.70059721351665	0.093727635114778	0.446742879203049	-5.22489440838305
Rasl11b	-1.75564870961723	4.8683298584878	-1.70058049167598	0.0937307948191684	0.446742879203049	-4.78401364348775
Eif2ak3	-0.66533011811893	5.55311364610516	-1.70017305315291	0.093807810079656	0.446989013352237	-5.11378012886939
Tshr	-1.67282801617028	-0.262778652082068	-1.69966995961801	0.0939029779530634	0.447223587257042	-4.49809136669743
Smap1	-0.538603649014117	5.61831743824745	-1.69964322838802	0.0939080367909073	0.447223587257042	-5.10866854301029
Pacs1	0.413802047802311	5.42061843732744	1.69937189635673	0.0939593985478674	0.447223587257042	-5.18841326218348
Anks1b	-1.45243514418325	-0.550184941625153	-1.69935396149668	0.0939627943362334	0.447223587257042	-4.49640541834878
Nfkbie	-0.641116804946957	5.13976510142562	-1.6991526344946	0.0940009205204558	0.447223587257042	-5.09215925006212
Dcn	-0.879136768390395	9.81902953141191	-1.69910806116542	0.0940093632841068	0.447223587257042	-5.2567712941404
Krt77	1.96201226262595	-1.6589465985516	1.69857386576392	0.0941105951844648	0.447584299343826	-4.5442035703871
Ccdc28b	0.646893753001667	3.36232242119764	1.69837210834219	0.0941488521735013	0.447644018710411	-5.03802572886239
Tnfaip8l3	-1.27880570388733	1.02885264066964	-1.69823965672007	0.0941739744176193	0.447644018710411	-4.53973462173107
Zfp975	0.528678810791956	2.65506088132875	1.69781443448492	0.0942546639390735	0.44790670621816	-4.89506536394395
Nog	-1.36379903586401	0.639599541878909	-1.69765756892256	0.0942844448187651	0.447927394802418	-4.51086978727089
A630033H20Rik	-1.1526150060058	3.31472999102438	-1.69733536453943	0.0943456394233544	0.448097272602268	-4.76511473110828
Vdr	-0.740902080130247	5.04336353099031	-1.69699752164215	0.094409839140049	0.448172377857435	-5.06051259669067
Dnase1l1	-0.534270977911648	5.96482390600895	-1.69698439103911	0.0944123350493268	0.448172377857435	-5.19014976857951
Lamp1	-0.357113042530619	9.9424628759859	-1.69669021215204	0.0944682677479427	0.448317080993469	-5.25175035453104
Faim2	-1.47789790961697	-0.680192847536273	-1.69614905864556	0.0945712290705736	0.448684829331329	-4.49631013802453
Kcnmb1	0.773997867586343	2.66456005752878	1.69534744125125	0.0947239159939956	0.449170427546353	-4.93899723763943
Fgfrl1	-0.743473589430324	4.34443647684974	-1.69534397623236	0.0947245764268108	0.449170427546353	-4.92247775220372
Rgs22	-1.26778115559212	-1.71241454836308	-1.69492143656395	0.094805140809302	0.449326991727291	-4.49036403437728
Stra6	-2.7686817358199	1.89100484404949	-1.69490326169647	0.0948086074165725	0.449326991727291	-4.51230895265563
Erfe	-1.47009908954932	1.08886502975825	-1.69422530953018	0.094937991744216	0.449734876825726	-4.53915404375575
Dnm1	-1.06702602210654	5.17595220939729	-1.69418477827385	0.0949457315460306	0.449734876825726	-5.03500264253934
H2-T23	-1.06652944390234	2.91005125496089	-1.69332241290495	0.0951105304097247	0.450394382714438	-4.77208700965651
Me3	1.26680256732419	-0.127072802507459	1.69305414299371	0.0951618448198298	0.450516274750369	-4.63519726853608
Sharpin	0.709728294551455	4.31813820665812	1.69271153962762	0.0952274106394657	0.450705552344123	-5.11816790774644
Gm17018	0.569707245956075	4.13817696799156	1.69230996279877	0.0953043096302406	0.450948353061058	-5.1181115722939
Cdh26	1.17965770631281	-1.32798338065137	1.69201588128713	0.0953606563239019	0.4510938028469	-4.54005730995705
Swsap1	0.39002649193034	3.23712627303982	1.69170078008218	0.0954210607199558	0.451258363930937	-5.00292809703187
Sh3d21	1.05483049858134	1.57077236264001	1.69123921542222	0.0955095984984942	0.451555847329435	-4.76806895609163
Zfyve21	-0.393452155681833	4.53615923648388	-1.69075156974312	0.0956032122452608	0.45167918548067	-5.05599991949474
Sypl	0.365960692900802	6.98446837371892	1.69047904641883	0.0956555614975177	0.45167918548067	-5.27440861150232
C1qtnf12	-0.940991494973076	2.76183866536681	-1.69046507643638	0.0956582456364741	0.45167918548067	-4.68722176133647
Ppp2r5a	0.356717548466378	6.27410432339109	1.69042711011463	0.0956655406518067	0.45167918548067	-5.2527112049231
Ccnt2	0.588919757851608	5.24186927211908	1.69009322306483	0.0957297147939426	0.45167918548067	-5.20364648219783
Ide	0.283086031559367	5.7463008120077	1.68978671938594	0.0957886567947353	0.45167918548067	-5.21724906442003
Bbox1	1.36673184583503	-0.653789522632238	1.68971232442468	0.0958029677525925	0.45167918548067	-4.5725902698481
Tmem176b	0.575017053535805	8.55119298923229	1.68958599470484	0.0958272731305062	0.45167918548067	-5.27317415059732
Akap7	-0.682697988569631	4.44156239786209	-1.68948542608335	0.0958466257762153	0.45167918548067	-4.96872168494308
Heg1	0.598280894688543	7.67890715831753	1.68936136529181	0.0958705034813968	0.45167918548067	-5.28076523035939
Cd28	-1.39243928181338	0.728056116440183	-1.68929127825183	0.0958839951311983	0.45167918548067	-4.57467825690613
Psmd4	0.732151124355972	6.69571021297769	1.68925840098387	0.0958903244914491	0.45167918548067	-5.27232556526261
Defb6	1.514620695872	-2.00844366436076	1.68918951497396	0.0959035871762153	0.45167918548067	-4.53820976957089
Gm5157	1.04213551419981	-1.99993958197537	1.68911470917538	0.0959179913040971	0.45167918548067	-4.52339762011491
Tmem74b	-1.41611225550648	-1.63516779892433	-1.68910277082386	0.0959202902408711	0.45167918548067	-4.49930435335714
Abhd17b	0.435316831084682	4.66614670025326	1.68831513974853	0.09607206196663	0.452257865345776	-5.15325703249644
Duoxa1	-1.37904689982944	3.32932412128046	-1.68810915913126	0.09611178559158	0.452257865345776	-4.72475084071644
Slc7a3	-1.22338237570843	0.68564213216113	-1.68806553511278	0.0961202002642249	0.452257865345776	-4.54866002005193
Icam5	-1.22777583067716	-0.777674162371913	-1.68762355879692	0.0962054874470508	0.452538282207542	-4.51338571350304
Dlg1	-0.4762191059313	6.14399556719885	-1.68724994855788	0.0962776304805719	0.452756737465498	-5.20529319008969
Stub1	0.49870411987916	6.20638853998137	1.68704472117027	0.0963172781198827	0.452776656984684	-5.25655886427432
Fance	-0.873433267471881	3.72832672866036	-1.68696195459114	0.0963332714792572	0.452776656984684	-4.81601115139642
Vipr2	1.38903053693423	1.18401307334894	1.68663754400976	0.0963959797546614	0.452950541306513	-4.70828439047008
Mcpt8	-2.48931116231258	1.60465068535426	-1.68585321304472	0.096547728248866	0.453542608221873	-4.52793138766135
Rp2	-0.720561169407326	5.87963375737915	-1.68541655646594	0.0966322950800981	0.453710436348626	-5.1719640216909
Itm2a	-1.25103280742892	6.90060038487856	-1.68523274703086	0.0966679113849596	0.453710436348626	-5.20480093462828
Mest	0.78725543422007	6.83207708404103	1.68499068323893	0.0967148318783941	0.453710436348626	-5.2762111869537
Foxd4	-1.27553325430465	-1.9395424652694	-1.68490845398197	0.096730775045209	0.453710436348626	-4.50561843078215
Prss50	-1.54039472409723	-1.27948164813928	-1.6847716164691	0.0967573107975424	0.453710436348626	-4.50564334258991
Il1rl2	-0.714946237416538	5.70830152223783	-1.68457827421478	0.0967948141920434	0.453710436348626	-5.13266360541099
Mlip	-1.6046919817602	0.957646294358799	-1.6845433342551	0.0968015929086251	0.453710436348626	-4.54214191184727
Csf2rb2	0.492913028254676	5.8617675984299	1.68440124670315	0.0968291633764118	0.453710436348626	-5.24227291431248
Krtdap	1.74789969958318	-0.0837553086183522	1.68436505110801	0.0968361877450264	0.453710436348626	-4.6659408334078
Pcdhb14	0.570320322545603	2.71666617659421	1.68424105570423	0.096860254314316	0.453710436348626	-4.97244894476815
Golgb1	-0.33808985529712	6.91234912268842	-1.68399292780796	0.0969084287521093	0.453710436348626	-5.26456248311554
Ankmy1	-0.942377326236113	-1.37568140176861	-1.68379034243458	0.0969477755655244	0.453710436348626	-4.51296078350778
Mtx2	-0.375651339662609	4.89811394984918	-1.68375055077016	0.0969555055717363	0.453710436348626	-5.12488285593574
1700037H04Rik	-0.839846252641636	3.54205729136295	-1.68368356366848	0.0969685197552013	0.453710436348626	-4.83588503417816
Gal3st2c	-1.45689047878325	1.56172291992434	-1.68364767152163	0.0969754934314867	0.453710436348626	-4.59274284117583
Hmgcl	-0.591438350840443	5.28374466491317	-1.6834822085721	0.097007647413308	0.453710436348626	-5.12469972021294
Ak9	-1.12064777297424	-1.39377414212859	-1.68341196860509	0.0970212995983919	0.453710436348626	-4.51342180004972
Cpsf6	-0.82029160653926	6.69816299260594	-1.68312218633035	0.0970776397203657	0.453785926799251	-5.2381475737468
Gstp3	0.976204852698296	-0.271701854175357	1.68301569006206	0.0970983516867844	0.453785926799251	-4.65366936109299
Retreg1	-0.634540165032385	4.91639105795419	-1.68293153036705	0.097114722072728	0.453785926799251	-5.10817940774401
Greb1	-1.91251096419051	2.79036081189381	-1.68254200428971	0.0971905204306104	0.454019678574817	-4.6228396120547
Mageh1	-0.662245759603047	3.56859653900677	-1.68227662961234	0.0972421877164402	0.45414060944136	-4.85544220095516
Adgrd1	-0.904218616939263	6.39315607782859	-1.68164744100119	0.0973647777351507	0.45459261186918	-5.19227588283144
Nfkbil1	0.493771271899846	3.4521484178036	1.68149279894977	0.097394927261299	0.454612887820626	-5.05452098976954
Cab39l	-0.290804172409712	5.46558161383412	-1.68080445338294	0.0975292220091614	0.45503063527209	-5.1865525520968
Tctn1	0.480030281483926	3.27480424449425	1.68070097317302	0.0975494238596962	0.45503063527209	-5.02634079707348
Ndufs8	0.610471750009592	6.06767954337413	1.6805238730716	0.0975840060381089	0.45503063527209	-5.26486641755779
Fmo1	0.753486014465408	4.45861677147048	1.67997952353198	0.0976903634315773	0.45503063527209	-5.13709303408273
Slit1	-1.45558544987376	0.901974387342948	-1.67991707221176	0.0977025714999796	0.45503063527209	-4.56204886185008
Nudt22	-0.890643626329303	2.8658929169889	-1.67985001635532	0.0977156810575651	0.45503063527209	-4.72309506102354
Ankrd22	-1.49296907444595	-1.72977613537422	-1.67976005637965	0.0977332706756526	0.45503063527209	-4.51341185707764
Arpc3	0.509712408507971	8.21911739694359	1.6796547260685	0.0977538689005252	0.45503063527209	-5.29269744877566
Tspan2	-0.725924884186605	3.41157984038016	-1.67938822337153	0.0978060015821706	0.45503063527209	-4.95996636227178
Pex13	-0.331073220354512	4.96325202737338	-1.67926074763587	0.0978309461427179	0.45503063527209	-5.13530407716198
H2-DMb1	-0.68012329101965	4.24867698257878	-1.67898594379157	0.0978847376784188	0.45503063527209	-5.02619718028009
Glyr1	0.226111450849307	7.06329536335217	1.67895008010931	0.097891759605084	0.45503063527209	-5.29243585256782
Lmx1a	-1.02990102375391	0.526166316251461	-1.67892795790541	0.09789609122542	0.45503063527209	-4.55882180725443
Mlec	-0.305750627604123	7.64221081363978	-1.67886323091175	0.0979087659419477	0.45503063527209	-5.29444986283792
Mfap1a	-0.358497462349464	6.00231856099346	-1.67885190440021	0.0979109840157071	0.45503063527209	-5.22009733477178
Mroh2a	0.846479279722037	2.17892664162209	1.67878817123568	0.0979234656638445	0.45503063527209	-4.91999924262146
Pkp2	-0.924828152833787	2.18703179799589	-1.67878777496688	0.097923543274097	0.45503063527209	-4.70869700018083
Rnase4	-0.480993594832349	8.76889839797155	-1.67850210309169	0.0979795059181676	0.455102073772188	-5.29902090647821
Grin2a	1.12346886302126	2.13099117007246	1.67825887735944	0.0980271740291083	0.455102073772188	-4.83197422255208
Mia3	-0.368528596913299	6.78935407348702	-1.67821298650513	0.0980361699814532	0.455102073772188	-5.26715854237303
Arrb1	0.485831103890582	7.02995735429708	1.6781819453802	0.098042255334097	0.455102073772188	-5.2977409409484
Gm9922	-1.24039479547027	-1.75021588898936	-1.677995996844	0.0980787154502978	0.455151383396324	-4.51545886860758
Pmvk	0.554523314074746	4.42696911840596	1.67726986117868	0.0982211996187895	0.455692560570081	-5.16273092599396
Nelfcd	0.26983640921718	4.71524956104727	1.67687480832189	0.0982987888854681	0.45581322684251	-5.16571647958316
Fcor	-1.41154752392417	0.372352475975106	-1.67660953184011	0.0983509178745862	0.45581322684251	-4.55185222838173
mt-Nd4	0.440767287591055	11.0203553968234	1.67649398484935	0.0983736308584047	0.45581322684251	-5.25386527269127
Gstcd	-0.822247980889289	3.34086430466717	-1.67646289043623	0.0983797437950623	0.45581322684251	-4.81777223758713
Colca2	-0.741743462807144	1.43643435816206	-1.67637736377861	0.098396559317653	0.45581322684251	-4.6331409277413
Tigd4	-1.25277813875423	-1.35229809160891	-1.67624463105416	0.0984226607438138	0.45581322684251	-4.5223829426864
Olfr243	-1.11988477646009	-0.0568625916756429	-1.67621578969399	0.0984283330443295	0.45581322684251	-4.5464118064217
Fut9	-1.08596479789571	-1.15882574390925	-1.67582018835077	0.0985061638767634	0.45605376684706	-4.52660418692888
Prl2c2	-1.3237250158204	-1.77274161390225	-1.67539801968164	0.0985892770148984	0.456318629504585	-4.5193580740123
Nomo1	0.313951380309488	6.01821452752346	1.67499526834411	0.0986686207976929	0.456565911208867	-5.2575612065472
Krba1	0.55762135389932	3.28761136417049	1.67397883072461	0.0988690953562381	0.457373420114362	-4.98933068603862
Cyth2	0.530491144534424	4.07246880113897	1.67374410002904	0.0989154391220746	0.457467675393664	-5.09663303880247
Gm13285	-1.25777178360688	0.118225186551665	-1.67334158770153	0.0989949499286762	0.457715233056052	-4.54401236004184
Hn1l	-0.492761752347659	5.26255516101376	-1.67301952476478	0.0990586066279462	0.457889376635503	-5.14763509249722
Cep295nl	-0.94275669432211	-0.572921265549035	-1.67237493388685	0.0991861123013664	0.458247825463323	-4.5406004221667
Trnp1	-1.09027401714417	0.643947839756793	-1.67236449228673	0.0991881788426231	0.458247825463323	-4.57446197261188
Olfr39	-1.14449188996422	-1.59906101918305	-1.67221966893277	0.0992168450695817	0.458260079377491	-4.52816833124117
Kctd8	-1.40642301338314	-1.5581265615687	-1.67202495698042	0.0992553968656893	0.458317974098554	-4.52436363898732
Rasgrf1	-1.31205772570626	0.0818433050490471	-1.67174001168588	0.0993118363580746	0.458458414382558	-4.54766942889359
Lctl	-1.24251333605509	-1.74271323443598	-1.67145783929335	0.0993677524267365	0.458596365404608	-4.52534482502804
Cul5	-0.350154773970122	5.33960664862732	-1.67114380277489	0.0994300129855499	0.458763517221961	-5.17556301397297
Rpf2	-0.441550435066122	4.04017784610522	-1.67071124057497	0.0995158244455486	0.458833795612849	-5.06260855999784
Oas2	-1.80318622242148	5.38369422611137	-1.67062787994597	0.0995323684260169	0.458833795612849	-4.99211743974905
Alb	-1.52091089812666	-1.41911506398119	-1.67061770948909	0.0995343870365525	0.458833795612849	-4.52676362569131
Ipo7	-0.596750683398512	6.88846323417916	-1.67054192087091	0.0995494304514254	0.458833795612849	-5.27602673149947
Dhrs11	0.516969686736329	2.55813378030696	1.67031485824285	0.0995945116135764	0.458921505776814	-4.9485875920298
Pax7	-1.19797783720976	-1.87439917263522	-1.67006734043834	0.0996436729340378	0.459027966110358	-4.52714025425087
Mocs1	0.590178428579126	4.68345616360722	1.66979312219716	0.0996981605393746	0.459158900931143	-5.18969495011154
Ssc4d	-1.05563422305949	0.636156311417751	-1.6695502097535	0.0997464479342037	0.459261219761875	-4.5860190990777
Mcm3ap	0.756298859644651	5.66065430251705	1.66927875927905	0.0998004308385881	0.459265714699933	-5.2689248368592
Zfp995	-0.849387267394999	2.53805306804352	-1.6691939090995	0.099817309741107	0.459265714699933	-4.72285780382485
Bcas2	-0.907618995960735	4.80133475909575	-1.66915205225655	0.0998256370110152	0.459265714699933	-4.99733132670566
Nrxn2	1.07976000374407	-0.269930751971738	1.66857483019824	0.0999405310891767	0.459659100780551	-4.66590221586192
Rnf167	0.549174807707978	5.0156757683364	1.66846035575035	0.0999633296486315	0.459659100780551	-5.22689448208778
Hnmt	-0.567709527812014	3.65521385098907	-1.66798750523319	0.100057546802984	0.459839706679903	-4.95780370961996
Dppa3	-0.997262141664066	-1.6677408577224	-1.66797915961859	0.10005921034669	0.459839706679903	-4.53401495191513
mt-Co1	-0.870386051717842	13.099261257241	-1.66758107542125	0.100138587262066	0.459839706679903	-5.25368495912238
Gm10563	-1.56470861603359	-1.11894979834622	-1.66754662393579	0.10014545920912	0.459839706679903	-4.5353746784806
Sumf1	-0.243128653473081	6.45545476592299	-1.66728011721922	0.100198631597198	0.459839706679903	-5.27356686025794
Il2ra	-1.34162330561034	1.99550978920528	-1.66715032823283	0.10022453492802	0.459839706679903	-4.70407613502553
Mad2l2	-0.391065727435144	4.23025061450886	-1.66703651777481	0.100247253752051	0.459839706679903	-5.09024259149736
Aar2	0.314468468311136	4.65478135854361	1.66702363379524	0.100249825914419	0.459839706679903	-5.18388254174357
Pdia3	-0.295509724437139	9.88034308724503	-1.66684104389515	0.100286284014433	0.459839706679903	-5.30177379623918
Mphosph6	-0.454628778460023	4.28909020219264	-1.66684068443758	0.100286355798727	0.459839706679903	-5.08813748899033
Gjb5	-1.5313401227484	1.7750665029907	-1.66682371189605	0.100289745292018	0.459839706679903	-4.62812660802153
