Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
Dnaaf5	-0.117121529696323	3.09584570822506	-0.337175109152902	0.737055083336646	0.904637157339286	-6.18191587579996
Gm20939	-0.21138803282285	0.294112364698579	-0.337152808330998	0.737071816490167	0.904637157339286	-5.82628036804711
Zfp277	-0.0641757633370683	4.90965257061895	-0.337025430344143	0.737167395474466	0.904691433654605	-6.47196817582136
Krtap1-5	-0.342108199867004	-1.65946812962741	-0.336879433595695	0.737276950294161	0.904728857496309	-5.7424916536702
Mrm1	-0.0718441251905967	3.66951738289508	-0.336847909873709	0.737300606165816	0.904728857496309	-6.33397457993815
Krt87	0.434971265046286	-1.17120287549681	0.336741353535647	0.737380569517291	0.904733326635218	-5.76400383865614
Ccdc144b	0.245147792882936	-2.00692146097839	0.336689045088372	0.73741982454632	0.904733326635218	-5.74458887131048
Olfr907	-0.29642179343917	-0.781867487205297	-0.336593188957779	0.737491761881427	0.904733326635218	-5.7756117107167
Sh2d1b1	0.136334033798484	3.40743354452965	0.336569310043577	0.737509682702188	0.904733326635218	-6.36188638618277
Ppp2r2c	0.300168978989116	-0.675853877386322	0.336483360796694	0.737574187724628	0.904741777431022	-5.77691840649734
Eya3	-0.0801611271829988	5.3124137358878	-0.336397075244177	0.73763894704657	0.904741777431022	-6.50709280045141
Agpat4	0.0866393839824269	4.65925955195921	0.336318780679882	0.737697710593778	0.904741777431022	-6.45549290680184
Nf2	0.0731446613283188	6.29564454461625	0.336286408391922	0.737722007891644	0.904741777431022	-6.5792101906967
6030458C11Rik	0.0732818426566403	4.73155837601064	0.336168175638995	0.737810750773735	0.904747971456375	-6.45031284824453
Ccl19	0.287350240358049	-1.1980857200099	0.3361428270095	0.737829777358214	0.904747971456375	-5.76679000363501
Syt13	0.344340694366298	1.67010298283681	0.336049284201204	0.737899991654588	0.904771090205835	-5.93814039369102
Cog7	-0.0652011392744954	4.84268470201393	-0.335707910135265	0.738156249885764	0.905015602922534	-6.45789101100192
Ankrd54	0.0991704620067079	3.79024778358275	0.335635792566719	0.738210389970423	0.905015602922534	-6.36377381059731
Zc3h13	0.0772026282638919	5.45748769955342	0.33557832671069	0.738253531675569	0.905015602922534	-6.5255622001614
Ubxn10	-0.213534333933675	-2.08508801474909	-0.33547523098774	0.738330931492043	0.905037160875412	-5.7399655490408
Maip1	-0.0779252969009304	3.88807635013459	-0.335418040262709	0.7383738689885	0.905037160875412	-6.36589724874706
Ero1lb	0.0922949514374475	5.33913169719061	0.335312092227715	0.738453414570509	0.905067390994898	-6.52521248264352
Actn2	0.603801399124932	2.86641091321212	0.335248331529064	0.738501287361527	0.905067390994898	-6.13120345016832
Fam222a	-0.194058726045488	-0.692269453992187	-0.335050425606158	0.738649885638888	0.90518653115928	-5.77316307819418
Olfr478	-0.259250671656093	-1.62631132110956	-0.334881202921593	0.738776954937704	0.905233120048564	-5.74509995243135
Pias2	0.0764944603033205	5.41767880847698	0.334842924808634	0.738805698981536	0.905233120048564	-6.5132528508123
Hdc	-0.264736728760211	3.51757110907305	-0.334794498595765	0.738842064036005	0.905233120048564	-6.23264850240864
Kif3a	0.0792671430974906	4.60890780510331	0.33467208174316	0.738933994093397	0.905282790176596	-6.45838221692352
Slurp1	-0.237416855569458	-2.01758707684949	-0.334515393428197	0.739051666188858	0.905363988288103	-5.73784992519295
Cerkl	-0.218186599329721	-1.52747813136677	-0.334264615298315	0.739240012244454	0.90550828944075	-5.74565233142313
Syne3	-0.157210963071436	3.85316829896029	-0.33422167379983	0.739272264914673	0.90550828944075	-6.32524536454975
AC155937.1	0.234569394113233	-1.01940015977458	0.334152061999788	0.73932455021689	0.905509370550006	-5.76560491474255
Gm45837	0.634343040395462	3.30819703843735	0.333952664683966	0.739474324015843	0.905629845096155	-6.16737116423579
Slc10a7	-0.266459785833086	4.27532386593654	-0.333878750496505	0.739529845930405	0.905634881189434	-6.32253003154884
Olfr1261	-0.238375600393961	-1.13589811693763	-0.333730874875265	0.739640929417245	0.905707953052564	-5.7532922685297
Cse1l	-0.0713915191091001	5.88464306791669	-0.333621679161754	0.739722960301411	0.905712786467624	-6.55070346098035
Elf5	-0.302113406651223	-1.60197611797071	-0.333588740925183	0.739747705023624	0.905712786467624	-5.74123754545204
Ppp1r12a	-0.0858377181123207	6.50443579486381	-0.333498993205044	0.739815129047763	0.905716637987342	-6.58627964566655
Pbld1	-0.241210197471618	-0.658826148867121	-0.333447679955249	0.739853679645655	0.905716637987342	-5.77548758308012
Tbc1d31	0.0975239731757814	3.23463957167565	0.333372239269979	0.739910357907513	0.905723081432753	-6.31638801902366
Fam177a	-0.573261342884951	2.47198816459336	-0.333186405367957	0.740049980279216	0.90583104867973	-5.95452860175386
Rpl36	0.185693764080671	8.13027139354224	0.332934237933168	0.740239454957874	0.906000016573189	-6.62184168275577
Utrn	-0.10052156575143	6.62803164926407	-0.332776462143951	0.740358013425805	0.906063752978239	-6.59200435353799
Nos2	0.209079727119321	4.2179623863471	0.332705315761979	0.740411477469513	0.906063752978239	-6.44779463586519
Mettl16	-0.114820369685245	4.57935303433269	-0.332603532038858	0.740487966644652	0.906063752978239	-6.42707354849809
Rfng	0.133328284435587	3.60308457807991	0.33256317433563	0.740518295672642	0.906063752978239	-6.3476879445324
Tnfrsf19	-0.622103068746547	1.57010680759714	-0.332500728473518	0.74056522488216	0.906063752978239	-5.84625497620081
Hsd3b2	-0.240828257015094	-0.324839370313262	-0.33245427646889	0.740600135055272	0.906063752978239	-5.7927046241565
Borcs6	0.0973143434925404	4.12398535531847	0.332211058900888	0.740782929785922	0.906224450771444	-6.38801670769493
Lyn	-0.0748850212655671	7.72314059130963	-0.331960499884979	0.740971257773238	0.906384005047125	-6.62303544267695
Rab8b	-0.0779769440397478	7.31382494755106	-0.331887633237693	0.741026029603003	0.906384005047125	-6.61795642170626
Ksr1	-0.132356206985162	4.8356164810228	-0.331817106039739	0.741079044212319	0.906384005047125	-6.39692797775899
Il15	-0.124479342169782	3.64900463513085	-0.331763733204391	0.741119164889804	0.906384005047125	-6.34150684193163
Hnf4g	0.231910221552912	-2.08147816945141	0.331661212959294	0.741196231986896	0.906415329585641	-5.74308664189967
Olfr1106	-0.230499554164796	-1.67225568672621	-0.331462335747087	0.74134574065928	0.906459583620507	-5.74589063857179
Wnt5b	0.147308422450778	1.96609741434382	0.331380231057738	0.741407466899182	0.906459583620507	-6.04297768754847
Ksr2	-0.190820647567772	-1.05636959866606	-0.331362588619535	0.741420730692314	0.906459583620507	-5.75746118319932
Zfp612	-0.257354311747723	-1.19148396494107	-0.331339291403097	0.741438245934825	0.906459583620507	-5.75781274068967
Fxyd4	-0.24367063843954	-1.86831669906813	-0.331182808350293	0.741555896099151	0.906540504211148	-5.74177788086959
Vbp1	0.0830821836526809	5.53790095045934	0.331027697713656	0.741672520524985	0.906617488476713	-6.53388155179383
Tradd	0.109160098811416	3.9136008907642	0.330962157232447	0.741721800858673	0.906617488476713	-6.39387001067646
Gm6741	-0.120993412570507	3.15317019925522	-0.330787739873521	0.741852951734694	0.906714882242307	-6.24713776410943
Inpp5k	-0.252676231324246	5.22677631722186	-0.330640821014519	0.741963431420324	0.906746833575509	-6.45299842041294
March3	-0.124054045491724	3.6529353688867	-0.330550082107242	0.742031667759945	0.906746833575509	-6.30083465396084
Adora2b	-0.153023536147328	2.66126874613362	-0.330547629313054	0.742033512308387	0.906746833575509	-6.14738186811082
Abhd11	-0.115664631155016	4.10115462006122	-0.330459505882955	0.742099783829439	0.906764915859013	-6.38237883877083
Nudt13	0.126226745190268	2.98731841101496	0.330175476477856	0.74231339595885	0.906963017284721	-6.24810784301316
Rictor	0.12498083993725	5.2295347471817	0.330095686109937	0.742373408154216	0.906973434915367	-6.50917768529963
Fam228b	0.300027619582079	-0.621243055176016	0.329891979719565	0.742526627742972	0.907097716665756	-5.78372282071092
2810428I15Rik	0.14645987771373	4.70299474357078	0.329589290653007	0.742754317311677	0.907312950125685	-6.46737968819157
Cdc27	-0.0735292436366739	6.08726146846683	-0.329507443112554	0.742815888839735	0.907325245999221	-6.56508544215579
Cdh8	0.24843734348295	-1.52007071220696	0.329380306002608	0.7429115337332	0.907379156780423	-5.75431875612317
Srbd1	0.0777766409953096	4.04152304348556	0.329260630751617	0.743001568799992	0.907426208817295	-6.39142402220496
AL607105.1	0.183177227954314	7.21199542395561	0.329180630507328	0.743061757245486	0.90743680524343	-6.618187779463
Zfp62	-0.116615111232168	5.29849040926836	-0.328990632538664	0.743204709276269	0.907548465174737	-6.49735636493223
Cer1	-0.272375132296825	-1.74046939774495	-0.328748199559789	0.743387125884863	0.907646624998566	-5.74286713468713
Edrf1	0.108323879121492	4.18281402842376	0.328746849491563	0.743388141773348	0.907646624998566	-6.39010277780473
Cul7	0.431531276554203	3.3852395017989	0.328448380202531	0.743612742759062	0.90770199171529	-6.26318239563811
Camta1	0.390850492903862	2.56557014644	0.328444096947795	0.743615966111558	0.90770199171529	-6.06129909215812
Serpina3n	-0.157197223609021	7.7438934542073	-0.328434092132499	0.743623495227857	0.90770199171529	-6.61998560808495
Zfp457	0.270474709246048	-0.0353349358981072	0.328412695663158	0.743639597209075	0.90770199171529	-5.84173024589178
Krtap4-8	0.275191009969439	-2.06193012009073	0.328146024016882	0.743840291425623	0.907829565143224	-5.74535417142866
Pbld2	-0.223837315575224	-1.00211357921472	-0.328114698997083	0.743863867467561	0.907829565143224	-5.75952369549885
Cavin4	-0.307510654292086	1.53792513898053	-0.328068397659619	0.743898715533744	0.907829565143224	-5.92943605288647
Acadm	-0.0730054030446172	5.61086911830745	-0.327884104653419	0.744037426452355	0.907935945163805	-6.53519212778904
Ubxn8	0.0720802021762168	4.82974105232639	0.327707713816554	0.74417019764046	0.907987863016618	-6.45666752305186
Hipk1	0.100727868346354	7.12716297425766	0.327690627715357	0.744183058936985	0.907987863016618	-6.6173713376451
Fndc7	-0.238986777405518	-1.11114432188805	-0.327490922773466	0.744333389131977	0.90804633748518	-5.75780517037636
Rfxank	0.120217748364987	3.78722952967392	0.327490008041836	0.744334077729677	0.90804633748518	-6.38460207908065
Dnmt3l	0.185114047984613	0.311244755952059	0.327279357752679	0.744492658008071	0.908176903501847	-5.90326517370744
Cpb1	-0.241050127235521	-2.01433537780061	-0.327145029232697	0.744593788052041	0.908192208658206	-5.74219085106959
Sod2	-0.134807113244901	6.20858016652469	-0.327125734497986	0.744608314580522	0.908192208658206	-6.56803769790462
Cyp2j6	-0.0724177095348996	4.80526256546782	-0.326856476983216	0.744811041597558	0.908352396377809	-6.45194196032136
Spats2	-0.0757595394028119	4.96784944135041	-0.326814328446358	0.74484277734318	0.908352396377809	-6.45177384336219
Trpc5os	-0.224496975646881	-2.21674005248381	-0.326551230858463	0.745040886714598	0.908480968576604	-5.73935956348859
Gtf2a1	0.0780610347185983	5.22342424962912	0.326537337965941	0.745051348377963	0.908480968576604	-6.5065971741499
Ikzf2	-0.258293892804778	1.8678704315565	-0.326271654543104	0.745251423278546	0.908484147271571	-5.94507992266736
Crtc2	-0.343065568432718	3.14540609793205	-0.326269579763557	0.745252985776085	0.908484147271571	-6.13200796680499
Rida	-0.0981899667188597	3.86383758224828	-0.326268231540255	0.745254001111323	0.908484147271571	-6.37963328652253
Ucp3	-0.310512071633103	-0.282818714064662	-0.326259945343348	0.745260241384053	0.908484147271571	-5.77840359653682
mt-Nd1	0.0926328166058241	11.0530737629136	0.32614113771227	0.745349716399689	0.908530349024143	-6.57743646033982
Shkbp1	-0.172646062696961	4.17493246113504	-0.326064442940929	0.745407477736628	0.908537890251743	-6.29684181131119
Zfp60	0.122739052586274	4.00434992467638	0.325554162015708	0.745791824225716	0.908891765059571	-6.35282690616847
4930578C19Rik	0.260931308295939	-0.461408126279581	0.325524425565618	0.745814223885183	0.908891765059571	-5.81239566726338
Gm19345	-0.220205419761489	-0.656283991906887	-0.325473483864504	0.74585259739448	0.908891765059571	-5.782952774828
Hoxd3	-0.322183918292006	-0.805286059778848	-0.325351590304527	0.745944420338922	0.908940783612814	-5.76541705770454
Sptlc3	0.249272053470111	-1.92035668866546	0.325094392191028	0.746138180895766	0.90906464096329	-5.74807675194583
Comtd1	-0.20283522430589	2.3965322591272	-0.325079665364928	0.746149275867859	0.90906464096329	-6.03067843372571
Arhgap42	-0.133701998980858	5.2690521481667	-0.324749541130749	0.746398000688956	0.909263708889492	-6.46031346758353
Tarbp1	0.123747099448453	3.28946266059229	0.324725785362012	0.746415899991539	0.909263708889492	-6.22032987054789
Serpina3f	0.200131957006296	0.249053590914434	0.324488230088042	0.746594898894356	0.909418872833838	-5.84416674711522
Tomm5	-0.100286462628893	5.49338355702767	-0.324057724931213	0.746919321980377	0.909751142640276	-6.52678813972088
Dmd	-0.163027568163281	4.76127042421293	-0.323919542534501	0.747023464165403	0.909815081909412	-6.41040795892665
Itih5	-0.220752262201489	5.22000169090099	-0.323698057681237	0.747190397717501	0.909907820773937	-6.48631361112114
Crb1	0.20779209381351	-1.59527715106035	0.323681451747444	0.747202914130096	0.909907820773937	-5.75826186456594
Wdpcp	0.120320349280565	3.14274253512039	0.323577873487886	0.747280985848597	0.909939990786541	-6.26509562787671
Fam117b	-0.0822331360897487	5.27663996209239	-0.323348645732736	0.747453774823968	0.9100874825338	-6.48864095623967
Shank2	-0.244932095244097	-0.228261965628146	-0.322915184039274	0.747780548228129	0.910412536651947	-5.79237380828766
Rrp9	-0.119075211118713	3.62949512986212	-0.322857413190556	0.747824103392011	0.910412536651947	-6.32810671661899
Dkk2	-0.193494159884987	5.16386786840366	-0.322674571909467	0.747961958307102	0.910517438845824	-6.42780883757749
Pla2g2d	0.21261706841873	-0.0284428350438986	0.322506380919123	0.748088774776229	0.910608890026123	-5.86469775669256
Tfec	0.240501392119039	2.92644832947447	0.32221307442111	0.7483099453616	0.910815172907479	-6.1780511404076
Pnisr	0.115357773834582	6.45144316236876	0.322051360977742	0.748431896000553	0.91090066878166	-6.60230085608522
4930444P10Rik	-0.259161944407887	-0.225498540741125	-0.32190444194406	0.748542695524693	0.91090343471463	-5.81269445663986
Sucla2	-0.068808198156892	6.13184283644746	-0.321800780200284	0.748620875602127	0.91090343471463	-6.56865057123452
Bard1	0.132813428385887	1.75921720239505	0.321703696586777	0.748694096952968	0.91090343471463	-6.02699925571606
E130311K13Rik	-0.0699493953883194	3.40401736498561	-0.32167351334082	0.748716861905998	0.91090343471463	-6.27029821431967
Hist2h2bb	-0.18633011837447	-1.13678401266384	-0.321513706108395	0.748837396218587	0.91090343471463	-5.76212295245996
Fndc9	-0.216562533745271	-0.982418889232028	-0.321389677718593	0.748930948731241	0.91090343471463	-5.76707340200322
Cnot7	0.0752704675315621	5.36583639716036	0.321373475663956	0.748943169945655	0.91090343471463	-6.52347971668527
Adcy10	-0.269880391445032	-1.93382062065235	-0.321285924842943	0.749009210670674	0.91090343471463	-5.74495687780471
Hcst	0.202444011459504	1.77811421178899	0.321250958652229	0.749035586650102	0.91090343471463	-6.06676967432863
Trem2	0.149854854698449	7.59555592894801	0.321238500916936	0.749044983942175	0.91090343471463	-6.62585796639789
Gpx1	0.137485753082007	8.69230156733804	0.321223270500223	0.74905647281363	0.91090343471463	-6.62031846575006
Hist1h1t	-0.225488865038741	-2.08300022792702	-0.321128739914307	0.749127782034832	0.91090343471463	-5.74084668280876
Tmem245	0.115165007255288	5.36584237672047	0.321099014343581	0.74915020599577	0.91090343471463	-6.51797102040697
Arpc1b	0.0802781756758797	8.9925297550881	0.321046487795421	0.749189830770009	0.91090343471463	-6.61745332840273
Tmem8b	-0.0919667039558248	3.01511690918226	-0.320929765986058	0.74927788534167	0.91090343471463	-6.21118551089195
Ank1	-0.279058842870239	2.12834714205815	-0.32090601314117	0.749295804823769	0.91090343471463	-6.03364331221343
Ywhag	-0.0660997707655557	7.49875912069336	-0.32088292977861	0.749313219371577	0.91090343471463	-6.62412614250968
Rab8a	-0.0652537229219505	6.46885326780544	-0.32048827967461	0.74961097147751	0.911171342616984	-6.59239348544118
Klf3	0.121589018085386	6.53600790079899	0.320422618407998	0.749660514711992	0.911171342616984	-6.60010698279343
Cdca2	-0.107064818405666	2.81197045924613	-0.320385166295544	0.749688773835749	0.911171342616984	-6.19915148626027
Prr15l	-0.258189998465855	-0.360059086702297	-0.320223748540974	0.749810573950078	0.911245096690801	-5.78602519807313
Rnf180	0.0926662827832377	3.7225094560529	0.320167639479549	0.749852913353193	0.911245096690801	-6.36506227058877
Myt1	-0.275337633448024	-1.32114812435361	-0.320097390644662	0.74990592359153	0.911246654479437	-5.75788071640601
Trpv1	-0.23919687268419	-1.61619626791099	-0.319708752580444	0.750199214286541	0.911460376434626	-5.74888650216447
Appl2	-0.0861850300876204	5.63149041125166	-0.319621886417375	0.750264774001902	0.911460376434626	-6.5409914654451
5930422O12Rik	0.224515533088465	-2.1818007296211	0.319575936928966	0.750299453790751	0.911460376434626	-5.74659628901776
Ccdc174	-0.0757701506748121	4.22045951129064	-0.319521932355366	0.750340213711981	0.911460376434626	-6.4019866299204
Tctn3	0.0932759780095648	3.73725367790777	0.319393441544473	0.750437194944181	0.911460376434626	-6.35747036984314
St14	-0.259175067334184	1.01091866874661	-0.319309395780003	0.750500632494082	0.911460376434626	-5.86698379295643
Serpinb13	0.212542258089159	-1.73269534447246	0.319228677369389	0.750561560189427	0.911460376434626	-5.75447054104209
Gp1ba	0.172887769789797	0.201142131468657	0.319202967386489	0.750580966877033	0.911460376434626	-5.83156171124273
Wdfy3	0.116264928416874	6.66554818918408	0.319194872335405	0.750587077304539	0.911460376434626	-6.60554893154817
Zfp346	-0.0793317320421735	4.38537255939131	-0.319165493324287	0.75060925374345	0.911460376434626	-6.41351700989226
Cdk19	0.403975525760405	4.17398661114807	0.319093143918062	0.750663866833757	0.911460376434626	-6.39141032115893
Zcchc6	-0.0758228140176107	6.76354506187136	-0.319041712348256	0.75070269083163	0.911460376434626	-6.60553159583711
Krtap11-1	0.409194974248975	-1.43565127942151	0.318954321197349	0.750768661013457	0.911477652130465	-5.76389554756129
Rasd2	0.216926895508725	0.0235756419614909	0.318861910844339	0.750838422138156	0.911482606979051	-5.8371666313568
Hnrnpc	-0.0624673147998368	7.43117698155326	-0.318811834774781	0.750876225731153	0.911482606979051	-6.62427087249521
Wdr78	-0.287220554752338	-0.411801980010998	-0.318709010318656	0.750953852229195	0.911488614198427	-5.7775912708965
Vps8	-0.0622490693316963	5.43621760467538	-0.318668204945643	0.750984658632832	0.911488614198427	-6.51941745315042
Acsm4	-0.23313853690686	-2.31710487285495	-0.318415194389953	0.751175680415227	0.911556859195382	-5.73928387798466
Rras	-0.0846266472725028	6.11793124788561	-0.318313534198834	0.751252437776211	0.911556859195382	-6.56235773528239
Sumo1	-0.0795542815153006	6.68141232661406	-0.31829113427885	0.751269350917321	0.911556859195382	-6.60138704771595
Pacsin2	-0.060360294122705	6.74779043881935	-0.318243694255616	0.751305171083059	0.911556859195382	-6.60525130639684
Adam21	0.220386359491312	-1.87923277887726	0.318213372270872	0.751328066353077	0.911556859195382	-5.75420379046009
Mcm4	0.0618886673346356	5.44265145912269	0.318182520150438	0.751351362143333	0.911556859195382	-6.5269825209774
Ddx18	-0.0521545125960988	5.34007646305098	-0.318066613389596	0.751438882982984	0.911568666253648	-6.51684896457729
Tmem261	-0.101395682805941	4.72209409260705	-0.318032573020279	0.751464587382804	0.911568666253648	-6.4678715123466
2610044O15Rik8	0.0849584271993592	4.81525632240354	0.317903008678812	0.751562425964341	0.911624574522332	-6.462782232471
Ncf1	-0.107274993999488	7.28645027060173	-0.317824777345152	0.751621503167958	0.911633461842933	-6.6215781061735
Sema4g	0.1569107577841	1.12106493148808	0.317686004755333	0.751726302392387	0.91169779985847	-5.97027316166997
Casd1	-0.132434566552891	5.3804126725236	-0.317600775507249	0.751790668714768	0.911713095145212	-6.50091353354841
Lrmda	0.147670477394662	2.65751667519182	0.317413313252436	0.751932249049874	0.911731957375088	-6.22454683425556
Phlda2	-0.23198126620642	-2.16779579074344	-0.317278876737482	0.752033787103729	0.911731957375088	-5.74125736598588
Hp1bp3	0.0478213131896714	7.31702482927342	0.317269747613654	0.752040682364805	0.911731957375088	-6.62419110509044
Rergl	0.242107254177804	-1.41799962689227	0.317239670923566	0.752063399543551	0.911731957375088	-5.76334325410255
Plscr4	-0.114109625599637	4.32553379386784	-0.317237549538997	0.752065001851578	0.911731957375088	-6.4035078047517
Gm14443	-0.179841030108972	-0.943662616737801	-0.31709950889886	0.752169268005193	0.911795611421654	-5.7714069657659
Birc2	0.0765476540464786	5.48589116406046	0.31697575843632	0.752262744300261	0.911846177911883	-6.53041217490548
Ctxn3	-0.350831906067166	0.218977697852842	-0.316669587226386	0.752494030116026	0.912015245038466	-5.79673156907505
Srcin1	-0.219605044910918	-0.938496431474037	-0.316654051356665	0.75250576672537	0.912015245038466	-5.76302977827392
Isoc2a	0.102555443638797	4.76775871039061	0.316369359249084	0.752720848407897	0.912122427992027	-6.47101669018571
Wdr33	-0.0680866518791727	5.51912053255204	-0.316347257988784	0.752737546482855	0.912122427992027	-6.52481655246376
Vstm2a	0.213478830179397	-1.85308975297098	0.316206959520151	0.752843548371664	0.912122427992027	-5.75134940004093
H2al1k	-0.239941529580143	-2.32826980314464	-0.316152920562682	0.752884378539196	0.912122427992027	-5.73988317648598
Tmx1	-0.0692369440950475	6.46708245391676	-0.316152669570392	0.752884568182869	0.912122427992027	-6.59428583613598
Lsm14a	-0.0624395011089597	6.55535314683138	-0.316125797683185	0.752904872015899	0.912122427992027	-6.59635615281696
Eps15	0.0661818645106351	6.98962891263477	0.315951724981772	0.753036401923278	0.912168816881061	-6.61849362173772
Csdc2	-0.233082330896679	1.22242591711477	-0.315938063638035	0.753046724790036	0.912168816881061	-5.88805066065672
Prkg1	-0.251277354654341	3.33847073755927	-0.315752238890689	0.753187143288132	0.912276176853942	-6.11421621723375
Zfp979	-0.135633516550449	5.57878008841461	-0.315418373321634	0.753439449834154	0.912406222471782	-6.52338161137206
Slc5a9	0.221786659950759	-2.11533077819046	0.315177546913921	0.753621462199939	0.912406222471782	-5.74883896213629
Mzb1	-0.212260470038918	-1.41020373899668	-0.315162269490862	0.753633009080219	0.912406222471782	-5.75701044883663
Lipe	-0.173061934755376	4.74376291149588	-0.314960280116349	0.753785680642915	0.912406222471782	-6.47180651712664
Ndst1	-0.20472169445198	6.37271403039588	-0.314928868767869	0.75380942346788	0.912406222471782	-6.56873727617274
Zfp423	0.119302803502588	3.47367220962205	0.314891948416863	0.753837330674497	0.912406222471782	-6.30162804417151
Banp	0.10017013838219	3.79374477970254	0.314889657987983	0.753839061965513	0.912406222471782	-6.36780331216972
Slc5a7	0.302951345298898	3.20534295800318	0.314860527470898	0.753861081271964	0.912406222471782	-6.21325834634756
Coro1b	0.074284833898203	7.83896467258865	0.314815818527451	0.753894876467695	0.912406222471782	-6.62899881710798
Hoxc13	-0.284089483620487	-1.53450664815897	-0.31476133243716	0.753936062796138	0.912406222471782	-5.75215203917169
Pgp	0.102226705263656	3.81887147856156	0.314664077775685	0.754009579896869	0.912406222471782	-6.39631997995733
Sycp2	-0.239558782636286	-0.0932690411448684	-0.31463905857754	0.754028492869802	0.912406222471782	-5.8468876793656
Cdkn1b	0.0987226985209156	5.86323600547857	0.314598805152287	0.754058922296918	0.912406222471782	-6.56575863675949
Gm9970	-0.210593555724367	-1.94283833755768	-0.314559543554385	0.754088602332123	0.912406222471782	-5.74579071470563
Rbbp8	-0.065935788128236	5.24861868624391	-0.314528791758657	0.754111849591948	0.912406222471782	-6.51484071140243
Gm10330	0.205902495267203	-0.630158418752287	0.314513754264799	0.75412321748349	0.912406222471782	-5.80249927707895
Cfap161	0.240747793740233	-2.04727385500344	0.314319360074511	0.754270178529853	0.912495884583849	-5.7525637692067
Mrpl27	0.0960679063394165	5.12823551295155	0.314252057134628	0.75432106134101	0.912495884583849	-6.5138344834878
Sik1	-0.141975990095643	5.36753263544475	-0.31411921237935	0.754421498707815	0.912495884583849	-6.48214484816625
Prmt5	0.0597722587162806	4.977886517508	0.314100324653203	0.7544357791309	0.912495884583849	-6.49044511337266
AI837181	0.125023165737927	4.99962082811622	0.314073154927713	0.754456321467062	0.912495884583849	-6.49618715335605
Lce1i	0.226603810888107	-2.26802162879233	0.313755065049416	0.75469683432121	0.912582951248873	-5.74671674540467
Dhcr7	-0.0942966361362159	3.88556178190989	-0.313738172675241	0.754709607596615	0.912582951248873	-6.34649017582969
Sf3b4	0.0848062143788437	5.09336237938768	0.313720286222642	0.754723132625492	0.912582951248873	-6.48951600104646
Krt33b	0.346764916710145	-1.75330119752244	0.313703897134962	0.754735525473707	0.912582951248873	-5.75611447989296
Casp8ap2	-0.120424857375004	4.63021837208127	-0.313509733699832	0.754882349907483	0.912622156909944	-6.44163645134934
Vps51	0.08902109529697	4.56901921918837	0.313427448623701	0.754944575786757	0.912622156909944	-6.4390880060612
Zmym3	-0.0809642707266854	4.87263163290538	-0.31341161373377	0.754956550683722	0.912622156909944	-6.46123273738872
Slc25a22	-0.161597799239232	3.74640522894714	-0.313360065980597	0.754995533312742	0.912622156909944	-6.38973976444446
Olfr165	-0.249448819871425	-2.08172403008916	-0.313318481179381	0.755026981993956	0.912622156909944	-5.74664101030362
Erich3	0.183856691149218	-0.725081491466002	0.31300553016051	0.75526366584219	0.912845608060104	-5.79367545525481
A930004D18Rik	0.162415524540084	1.94223319947563	0.312864796478585	0.755370109934928	0.912858876342519	-5.99848588283517
Krt81	0.389849485923442	-1.31795300312141	0.312805771575694	0.755414754906781	0.912858876342519	-5.76589297866961
Crispld1	0.238995930738143	0.998377967977143	0.312745675618135	0.755460210856244	0.912858876342519	-5.89433181739868
Tma7	0.107195620086071	5.35253597128253	0.312545065244101	0.75561195670035	0.912858876342519	-6.52686383376238
Calcoco2	-0.233269257826579	-2.35058715482641	-0.312471134809699	0.755667881645356	0.912858876342519	-5.74204998420295
Saa1	-0.31568811681478	-0.360972134034818	-0.312452002986707	0.755682354195496	0.912858876342519	-5.81062274411543
Ring1	-0.0875147113287352	3.91469568742865	-0.31242587015157	0.755702122906403	0.912858876342519	-6.32921348391133
Rufy3	0.0666174887778372	5.04728743746867	0.312309432462409	0.755790206536216	0.912858876342519	-6.50894819904307
Tmem191c	0.19596471398751	1.00348810035674	0.312308571937656	0.755790857524327	0.912858876342519	-5.93248705717271
Zdhhc3	-0.0948956243449613	4.05686165636382	-0.312305948201765	0.755792842385084	0.912858876342519	-6.34387710962528
Pskh1	-0.0754725614427973	5.06763039962396	-0.312179620474729	0.755888411480352	0.912911713741799	-6.48365671718186
Tmem60	-0.0869838518976802	4.14768731155809	-0.312003056343442	0.756021991679498	0.913010448030852	-6.41164246445386
Myd88	-0.078104175831764	6.35843973882016	-0.311751336359227	0.756212444194036	0.913132021534327	-6.58973663248619
Ttc21a	-0.238089582776245	-2.02585578382517	-0.311732981886201	0.756226331866729	0.913132021534327	-5.74549485606182
Slc35f6	-0.0748310458929365	6.07569018969191	-0.311647087572488	0.75629132374962	0.913147906728809	-6.56934536379907
Olfr635	-0.197286466170945	1.30828660807142	-0.311522681904668	0.756385458353101	0.913198974323091	-5.89910253406236
Tmbim6	-0.0660916393381394	8.77859226859155	-0.311326929808725	0.756533586470488	0.9133152178772	-6.62426801828871
Bex3	-0.0943764267542746	5.08878583573207	-0.311195437067246	0.756633093849979	0.913372752776072	-6.49373846354243
Gm11565	0.27249931299118	-1.95511234007537	0.311031582612024	0.756757096793382	0.913378916881906	-5.75197079495079
Noa1	0.065523590376483	3.66592931061788	0.310986158245759	0.756791474503575	0.913378916881906	-6.35185968813756
Ccdc66	0.069410747663899	4.08855614741019	0.310914065360282	0.756846036282502	0.913378916881906	-6.40906229209828
